Date,Gamecode,Odd,Profit,Colour,Net-profit
Mon Feb  6 07:08:52 2023,1675656529,1.00,2128.8,red,28838.41
Mon Feb  6 07:10:36 2023,1675656540,270.49,-12384.13,purple,16454.28
Mon Feb  6 07:10:58 2023,1675656644,1.91,1260.2,red,17714.48
Mon Feb  6 07:11:22 2023,1675656666,2.20,1039.56,green,18754.04
Mon Feb  6 07:11:39 2023,1675656690,1.52,1020.87,red,19774.91
Mon Feb  6 07:11:57 2023,1675656708,1.53,1039.87,red,20814.78
Mon Feb  6 07:12:46 2023,1675656725,9.58,-10354.2,purple,10460.58
Mon Feb  6 07:13:03 2023,1675656774,1.50,1657.0,red,12117.58
Mon Feb  6 07:13:19 2023,1675656791,1.33,900.0,red,13017.58
Mon Feb  6 07:13:44 2023,1675656807,2.40,947.4,green,13964.98
Mon Feb  6 07:13:55 2023,1675656832,1.04,920.0,red,14884.98
Mon Feb  6 07:14:24 2023,1675656844,2.97,1936.8,green,16821.78
Mon Feb  6 07:15:39 2023,1675656873,43.36,-12058.9,purple,4762.88
Mon Feb  6 07:16:01 2023,1675656946,2.06,1246.0,green,6008.88
Mon Feb  6 07:16:19 2023,1675656969,1.56,1994.5,red,8003.38
Mon Feb  6 07:16:41 2023,1675656987,1.94,1969.96,red,9973.34
Mon Feb  6 07:17:07 2023,1675657009,2.45,2002.04,green,11975.38
Mon Feb  6 07:17:21 2023,1675657035,1.21,1561.9,red,13537.28
Mon Feb  6 07:17:46 2023,1675657049,2.43,690.8,green,14228.08
Mon Feb  6 07:18:04 2023,1675657074,1.55,704.6,red,14932.68
Mon Feb  6 07:19:13 2023,1675657092,32.77,-5197.1,purple,9735.58
Mon Feb  6 07:19:26 2023,1675657161,1.14,2080.0,red,11815.58
Mon Feb  6 07:19:41 2023,1675657174,1.30,1890.0,red,13705.58
Mon Feb  6 07:20:24 2023,1675657189,6.99,-2284.1,green,11421.48
Mon Feb  6 07:21:13 2023,1675657233,9.64,-15637.7,purple,-4216.22
Mon Feb  6 07:21:38 2023,1675657281,2.34,-640.5,green,-4856.72
Mon Feb  6 07:21:59 2023,1675657306,1.89,1070.0,red,-3786.72
Mon Feb  6 07:22:41 2023,1675657328,6.39,-2005.98,green,-5792.7
Mon Feb  6 07:23:49 2023,1675657369,30.87,-6629.47,purple,-12422.17
Mon Feb  6 07:24:22 2023,1675657437,3.83,-907.9,green,-13330.07
Mon Feb  6 07:24:35 2023,1675657470,1.15,2951.0,red,-10379.07
Mon Feb  6 07:25:31 2023,1675657483,15.34,-9977.01,purple,-20356.08
Mon Feb  6 07:25:43 2023,1675657540,1.05,1782.64,red,-18573.44
Mon Feb  6 07:26:34 2023,1675657551,11.38,-7021.61,purple,-25595.05
Mon Feb  6 07:26:45 2023,1675657603,1.02,3004.0,red,-22591.05
Mon Feb  6 07:27:12 2023,1675657614,2.57,1402.72,green,-21188.33
Mon Feb  6 07:27:26 2023,1675657640,1.25,958.5,red,-20229.83
Mon Feb  6 07:27:39 2023,1675657655,1.09,811.0,red,-19418.83
Mon Feb  6 07:27:52 2023,1675657667,1.19,711.0,red,-18707.83
Mon Feb  6 07:28:11 2023,1675657681,1.62,708.92,red,-17998.91
Mon Feb  6 07:28:31 2023,1675657699,1.73,1253.0,red,-16745.91
Mon Feb  6 07:28:47 2023,1675657719,1.39,1311.0,red,-15434.91
Mon Feb  6 07:29:05 2023,1675657736,1.47,1236.0,red,-14198.91
Mon Feb  6 07:30:16 2023,1675657753,38.48,-5423.76,purple,-19622.67
Mon Feb  6 07:30:34 2023,1675657824,1.55,1604.4,red,-18018.27
Mon Feb  6 07:30:47 2023,1675657843,1.11,1540.0,red,-16478.27
Mon Feb  6 07:31:03 2023,1675657855,1.39,1520.0,red,-14958.27
Mon Feb  6 07:31:17 2023,1675657871,1.24,1040.0,red,-13918.27
Mon Feb  6 07:32:05 2023,1675657886,8.86,-1937.32,purple,-15855.59
Mon Feb  6 07:32:54 2023,1675657933,10.12,-6634.03,purple,-22489.62
Mon Feb  6 07:33:05 2023,1675657982,1.01,2134.5,red,-20355.12
Mon Feb  6 07:33:26 2023,1675657993,1.90,1446.2,red,-18908.92
Mon Feb  6 07:33:44 2023,1675658015,1.50,1573.8,red,-17335.12
Mon Feb  6 07:34:03 2023,1675658032,1.65,1499.6,red,-15835.52
Mon Feb  6 07:34:28 2023,1675658051,2.41,927.4,green,-14908.12
Mon Feb  6 07:34:49 2023,1675658077,1.85,971.72,red,-13936.4
Mon Feb  6 07:35:15 2023,1675658098,2.45,956.7,green,-12979.7
Mon Feb  6 07:35:47 2023,1675658123,3.54,995.24,green,-11984.46
Mon Feb  6 07:36:15 2023,1675658155,2.87,984.72,green,-10999.74
Mon Feb  6 07:36:37 2023,1675658184,1.90,1680.8,red,-9318.94
Mon Feb  6 07:37:10 2023,1675658205,3.93,324.0,green,-8994.94
Mon Feb  6 07:37:24 2023,1675658239,1.16,1075.0,red,-7919.94
Mon Feb  6 07:37:44 2023,1675658252,1.82,918.1,red,-7001.84
Mon Feb  6 07:38:11 2023,1675658273,2.59,839.14,green,-6162.7
Mon Feb  6 07:38:30 2023,1675658299,1.62,1746.7,red,-4416.0
Mon Feb  6 07:38:41 2023,1675658318,1.00,1915.0,red,-2501.0
Mon Feb  6 07:39:53 2023,1675658329,40.61,-12743.4,purple,-15244.4
Mon Feb  6 07:40:46 2023,1675658401,12.61,-10042.94,purple,-25287.34
Mon Feb  6 07:41:08 2023,1675658454,2.00,1000.1,green,-24287.24
Mon Feb  6 07:41:24 2023,1675658477,1.33,2080.0,red,-22207.24
Mon Feb  6 07:41:48 2023,1675658492,2.20,1507.62,green,-20699.62
Mon Feb  6 07:42:15 2023,1675658516,2.68,1729.9,green,-18969.72
Mon Feb  6 07:42:39 2023,1675658543,2.23,1575.4,green,-17394.32
Mon Feb  6 07:43:01 2023,1675658568,1.98,1675.1,red,-15719.22
Mon Feb  6 07:43:36 2023,1675658590,4.07,-1723.52,green,-17442.74
Mon Feb  6 07:44:16 2023,1675658624,5.82,-1766.2,green,-19208.94
Mon Feb  6 07:44:42 2023,1675658664,2.48,1626.15,green,-17582.79
Mon Feb  6 07:45:02 2023,1675658690,1.74,1636.35,red,-15946.44
Mon Feb  6 07:45:22 2023,1675658710,1.79,1318.74,red,-14627.7
Mon Feb  6 07:46:10 2023,1675658730,9.48,-7275.4,purple,-21903.1
Mon Feb  6 07:47:10 2023,1675658779,19.14,-6322.0,purple,-28225.1
Mon Feb  6 07:47:32 2023,1675658839,1.97,1442.96,red,-26782.14
Mon Feb  6 07:47:52 2023,1675658861,1.67,1359.8,red,-25422.34
Mon Feb  6 07:48:34 2023,1675658880,6.70,-4287.5,green,-29709.84
Mon Feb  6 07:48:50 2023,1675658922,1.35,1322.3,red,-28387.54
Mon Feb  6 07:49:28 2023,1675658938,5.10,670.8,green,-27716.74
Mon Feb  6 07:49:43 2023,1675658976,1.33,1696.8,red,-26019.94
Mon Feb  6 07:50:15 2023,1675658992,3.45,-439.47,green,-26459.41
Mon Feb  6 07:50:42 2023,1675659023,2.68,1783.1,green,-24676.31
Mon Feb  6 07:52:00 2023,1675659050,57.94,-7482.9,purple,-32159.21
Mon Feb  6 07:52:25 2023,1675659129,2.33,1594.1,green,-30565.11
Mon Feb  6 07:52:53 2023,1675659154,2.75,843.68,green,-29721.43
Mon Feb  6 07:53:23 2023,1675659181,3.18,-7.12,green,-29728.55
Mon Feb  6 07:53:44 2023,1675659211,1.81,1651.04,red,-28077.51
Mon Feb  6 07:54:06 2023,1675659232,2.06,1127.4,green,-26950.11
Mon Feb  6 07:54:21 2023,1675659255,1.26,3183.0,red,-23767.11
Mon Feb  6 07:54:36 2023,1675659269,1.24,3283.89,red,-20483.22
Mon Feb  6 07:54:48 2023,1675659284,1.10,3210.5,red,-17272.72
Mon Feb  6 07:54:59 2023,1675659296,1.03,2910.0,red,-14362.72
Mon Feb  6 07:55:46 2023,1675659307,8.58,-4033.1,purple,-18395.82
Mon Feb  6 07:56:32 2023,1675659354,8.48,-4021.66,purple,-22417.48
Mon Feb  6 07:56:51 2023,1675659400,1.58,1911.0,red,-20506.48
Mon Feb  6 07:57:30 2023,1675659419,5.46,-3150.02,green,-23656.5
Mon Feb  6 07:58:04 2023,1675659458,4.18,-128.78,green,-23785.28
Mon Feb  6 07:59:05 2023,1675659493,20.27,-4039.2,purple,-27824.48
Mon Feb  6 07:59:27 2023,1675659553,1.98,1720.05,red,-26104.43
Mon Feb  6 07:59:56 2023,1675659576,2.94,-1253.3,green,-27357.73
Mon Feb  6 08:00:16 2023,1675659604,1.71,2661.0,red,-24696.73
Mon Feb  6 08:00:35 2023,1675659624,1.66,2609.4,red,-22087.33
Mon Feb  6 08:00:52 2023,1675659643,1.43,2276.02,red,-19811.31
Mon Feb  6 08:01:19 2023,1675659660,2.63,1451.2,green,-18360.11
Mon Feb  6 08:01:42 2023,1675659687,2.13,721.15,green,-17638.96
Mon Feb  6 08:02:05 2023,1675659710,2.09,1157.5,green,-16481.46
Mon Feb  6 08:02:26 2023,1675659733,1.79,1768.43,red,-14713.03
Mon Feb  6 08:02:51 2023,1675659754,2.43,1670.1,green,-13042.93
Mon Feb  6 08:03:05 2023,1675659779,1.19,1627.0,red,-11415.93
Mon Feb  6 08:03:39 2023,1675659793,4.11,971.2,green,-10444.73
Mon Feb  6 08:04:05 2023,1675659827,2.53,1812.3,green,-8632.43
Mon Feb  6 08:04:21 2023,1675659854,1.33,1790.0,red,-6842.43
Mon Feb  6 08:04:39 2023,1675659869,1.51,1780.0,red,-5062.43
Mon Feb  6 08:04:55 2023,1675659887,1.44,2202.5,red,-2859.93
Mon Feb  6 08:05:47 2023,1675659904,11.51,-5283.65,purple,-8143.58
Mon Feb  6 08:06:12 2023,1675659955,2.41,1182.4,green,-6961.18
Mon Feb  6 08:06:52 2023,1675659981,5.77,-1799.2,green,-8760.38
Mon Feb  6 08:07:17 2023,1675660021,2.27,1207.94,green,-7552.44
Mon Feb  6 08:07:59 2023,1675660045,6.80,-4414.94,green,-11967.38
Mon Feb  6 08:08:10 2023,1675660088,1.00,2415.0,red,-9552.38
Mon Feb  6 08:08:33 2023,1675660099,2.05,2077.93,green,-7474.45
Mon Feb  6 08:08:54 2023,1675660121,1.88,2340.86,red,-5133.59
Mon Feb  6 08:09:17 2023,1675660143,2.02,875.1,green,-4258.49
Mon Feb  6 08:09:43 2023,1675660165,2.53,1517.67,green,-2740.82
Mon Feb  6 08:11:01 2023,1675660191,54.89,-9152.57,purple,-11893.39
Mon Feb  6 08:11:12 2023,1675660269,1.00,2601.62,red,-9291.77
Mon Feb  6 08:11:56 2023,1675660280,7.42,-1505.98,green,-10797.75
Mon Feb  6 08:12:22 2023,1675660324,2.56,2602.07,green,-8195.68
Mon Feb  6 08:13:07 2023,1675660350,7.80,-8281.88,green,-16477.56
Mon Feb  6 08:13:34 2023,1675660395,2.59,2506.09,green,-13971.47
Mon Feb  6 08:13:46 2023,1675660422,1.08,2761.58,red,-11209.89
Mon Feb  6 08:14:32 2023,1675660434,8.29,-11948.01,purple,-23157.9
Mon Feb  6 08:15:04 2023,1675660480,3.55,965.79,green,-22192.11
Mon Feb  6 08:15:34 2023,1675660512,3.29,-212.78,green,-22404.89
Mon Feb  6 08:15:56 2023,1675660542,2.00,2606.4,green,-19798.49
Mon Feb  6 08:16:20 2023,1675660565,2.20,1790.2,green,-18008.29
Mon Feb  6 08:16:34 2023,1675660589,1.19,1290.5,red,-16717.79
Mon Feb  6 08:16:51 2023,1675660602,1.43,1692.76,red,-15025.03
Mon Feb  6 08:17:13 2023,1675660619,1.93,1953.84,red,-13071.19
Mon Feb  6 08:17:42 2023,1675660641,3.06,923.51,green,-12147.68
Mon Feb  6 08:18:11 2023,1675660670,2.92,371.18,green,-11776.5
Mon Feb  6 08:18:27 2023,1675660699,1.43,2387.98,red,-9388.52
Mon Feb  6 08:19:02 2023,1675660716,4.06,938.61,green,-8449.91
Mon Feb  6 08:19:14 2023,1675660750,1.10,1560.3,red,-6889.61
Mon Feb  6 08:19:39 2023,1675660762,2.40,1412.5,green,-5477.11
Mon Feb  6 08:20:37 2023,1675660788,16.81,-9018.68,purple,-14495.79
Mon Feb  6 08:20:50 2023,1675660845,1.15,1150.84,red,-13344.95
Mon Feb  6 08:22:05 2023,1675660858,45.64,-8637.24,purple,-21982.19
Mon Feb  6 08:22:17 2023,1675660933,1.08,1244.59,red,-20737.6
Mon Feb  6 08:22:55 2023,1675660945,5.12,-1179.03,green,-21916.63
Mon Feb  6 08:23:18 2023,1675660983,2.11,2395.3,green,-19521.33
Mon Feb  6 08:23:38 2023,1675661006,1.71,2288.0,red,-17233.33
Mon Feb  6 08:23:49 2023,1675661026,1.01,1663.9,red,-15569.43
Mon Feb  6 08:24:05 2023,1675661037,1.37,1608.0,red,-13961.43
Mon Feb  6 08:24:16 2023,1675661053,1.07,828.0,red,-13133.43
Mon Feb  6 08:24:46 2023,1675661065,3.10,714.4,green,-12419.03
Mon Feb  6 08:25:12 2023,1675661094,2.42,703.56,green,-11715.47
Mon Feb  6 08:25:36 2023,1675661120,2.24,986.8,green,-10728.67
Mon Feb  6 08:26:22 2023,1675661144,8.51,-3560.8,purple,-14289.47
Mon Feb  6 08:26:49 2023,1675661191,2.61,2005.35,green,-12284.12
Mon Feb  6 08:27:05 2023,1675661217,1.35,2900.0,red,-9384.12
Mon Feb  6 08:27:25 2023,1675661233,1.71,1206.0,red,-8178.12
Mon Feb  6 08:27:36 2023,1675661253,1.02,1181.2,red,-6996.92
Mon Feb  6 08:28:12 2023,1675661264,4.72,1009.6,green,-5987.32
Mon Feb  6 08:28:25 2023,1675661301,1.14,1695.0,red,-4292.32
Mon Feb  6 08:28:59 2023,1675661314,4.03,-224.7,green,-4517.02
Mon Feb  6 08:29:20 2023,1675661348,1.76,2334.3,red,-2182.72
Mon Feb  6 08:29:45 2023,1675661368,2.40,1377.1,green,-805.62
Mon Feb  6 08:30:04 2023,1675661393,1.62,2194.89,red,1389.27
Mon Feb  6 08:30:19 2023,1675661412,1.34,2839.14,red,4228.41
Mon Feb  6 08:30:59 2023,1675661428,5.56,35.06,green,4263.47
Mon Feb  6 08:31:19 2023,1675661467,1.81,2023.43,red,6286.9
Mon Feb  6 08:31:59 2023,1675661488,5.63,-2986.39,green,3300.51
Mon Feb  6 08:32:25 2023,1675661527,2.45,1647.7,green,4948.21
Mon Feb  6 08:32:40 2023,1675661553,1.33,1687.63,red,6635.84
Mon Feb  6 08:32:51 2023,1675661569,1.03,1905.81,red,8541.65
Mon Feb  6 08:33:10 2023,1675661580,1.57,1809.04,red,10350.69
Mon Feb  6 08:33:28 2023,1675661598,1.60,2434.71,red,12785.4
Mon Feb  6 08:33:39 2023,1675661617,1.01,2650.51,red,15435.91
Mon Feb  6 08:34:06 2023,1675661628,2.65,1985.38,green,17421.29
Mon Feb  6 08:34:43 2023,1675661655,4.65,1045.6,green,18466.89
Mon Feb  6 08:35:12 2023,1675661691,3.11,1018.64,green,19485.53
Mon Feb  6 08:35:24 2023,1675661721,1.08,2326.47,red,21812.0
Mon Feb  6 08:35:53 2023,1675661733,2.97,1197.76,green,23009.76
Mon Feb  6 08:36:06 2023,1675661762,1.10,2254.53,red,25264.29
Mon Feb  6 08:36:39 2023,1675661774,3.85,1758.46,green,27022.75
Mon Feb  6 08:37:09 2023,1675661807,3.09,2053.9,green,29076.65
Mon Feb  6 08:37:44 2023,1675661837,4.39,-422.8,green,28653.85
Mon Feb  6 08:38:01 2023,1675661872,1.42,1597.99,red,30251.84
Mon Feb  6 08:38:22 2023,1675661889,1.89,1175.51,red,31427.35
Mon Feb  6 08:38:39 2023,1675661910,1.49,1130.49,red,32557.84
Mon Feb  6 08:38:52 2023,1675661928,1.13,1282.73,red,33840.57
Mon Feb  6 08:39:10 2023,1675661941,1.49,1382.73,red,35223.3
Mon Feb  6 08:39:46 2023,1675661958,4.67,-1198.2,green,34025.1
Mon Feb  6 08:40:15 2023,1675661994,2.91,494.57,green,34519.67
Mon Feb  6 08:41:42 2023,1675662023,96.66,-9910.05,purple,24609.62
Mon Feb  6 08:41:55 2023,1675662110,1.18,2387.8,red,26997.42
Mon Feb  6 08:42:31 2023,1675662124,4.60,1108.4,green,28105.82
Mon Feb  6 08:43:06 2023,1675662160,4.21,394.8,green,28500.62
Mon Feb  6 08:43:24 2023,1675662195,1.57,2831.0,red,31331.62
Mon Feb  6 08:44:03 2023,1675662213,5.24,510.7,green,31842.32
Mon Feb  6 08:44:19 2023,1675662251,1.32,1835.0,red,33677.32
Mon Feb  6 08:44:30 2023,1675662267,1.04,1600.0,red,35277.32
Mon Feb  6 08:45:16 2023,1675662278,8.49,-6654.5,purple,28622.82
Mon Feb  6 08:45:33 2023,1675662324,1.42,1498.4,red,30121.22
Mon Feb  6 08:45:57 2023,1675662341,2.20,383.7,green,30504.92
Mon Feb  6 08:46:08 2023,1675662365,1.03,2550.0,red,33054.92
Mon Feb  6 08:46:20 2023,1675662376,1.10,2235.0,red,35289.92
Mon Feb  6 08:46:53 2023,1675662389,3.79,-1128.8,green,34161.12
Mon Feb  6 08:47:05 2023,1675662422,1.08,1470.0,red,35631.12
Mon Feb  6 08:47:41 2023,1675662434,4.51,-1299.6,green,34331.52
Mon Feb  6 08:48:33 2023,1675662470,12.01,-6196.7,purple,28134.82
Mon Feb  6 08:48:57 2023,1675662522,2.14,1030.0,green,29164.82
Mon Feb  6 08:49:11 2023,1675662545,1.20,2354.6,red,31519.42
Mon Feb  6 08:49:40 2023,1675662559,3.09,1623.6,green,33143.02
Mon Feb  6 08:49:52 2023,1675662589,1.03,2310.0,red,35453.02
Mon Feb  6 08:50:43 2023,1675662600,11.14,-9314.4,purple,26138.62
Mon Feb  6 08:51:13 2023,1675662651,3.26,-1196.4,green,24942.22
Mon Feb  6 08:52:07 2023,1675662702,3.76,1250.53,green,26192.75
Mon Feb  6 08:52:34 2023,1675662735,2.71,1035.5,green,27228.25
Mon Feb  6 08:53:04 2023,1675662763,3.03,-503.27,green,26724.98
Mon Feb  6 08:53:35 2023,1675662792,3.36,369.64,green,27094.62
Mon Feb  6 08:53:57 2023,1675662823,2.00,1550.81,green,28645.43
Mon Feb  6 08:54:22 2023,1675662845,2.34,715.9,green,29361.33
Mon Feb  6 08:54:48 2023,1675662870,2.52,637.4,green,29998.73
Mon Feb  6 08:55:03 2023,1675662896,1.25,2105.37,red,32104.1
Mon Feb  6 08:55:29 2023,1675662911,2.52,1597.4,green,33701.5
Mon Feb  6 08:55:44 2023,1675662937,1.31,2370.2,red,36071.7
Mon Feb  6 08:56:00 2023,1675662952,1.31,2270.3,red,38342.0
Mon Feb  6 08:56:15 2023,1675662968,1.33,1543.3,red,39885.3
Mon Feb  6 08:56:38 2023,1675662983,2.14,1557.7,green,41443.0
Mon Feb  6 08:57:01 2023,1675663007,2.00,1534.2,green,42977.2
Mon Feb  6 08:57:17 2023,1675663029,1.39,1660.0,red,44637.2
Mon Feb  6 08:58:12 2023,1675663045,14.37,-4358.8,purple,40278.4
Mon Feb  6 08:58:56 2023,1675663100,7.36,-4239.7,green,36038.7
Mon Feb  6 08:59:17 2023,1675663144,1.85,1618.5,red,37657.2
Mon Feb  6 08:59:59 2023,1675663166,6.34,-1380.65,green,36276.55
Mon Feb  6 09:00:17 2023,1675663207,1.56,1469.6,red,37746.15
Mon Feb  6 09:00:48 2023,1675663225,3.33,634.3,green,38380.45
Mon Feb  6 09:01:09 2023,1675663256,1.78,1260.5,red,39640.95
Mon Feb  6 09:01:38 2023,1675663276,3.08,307.7,green,39948.65
Mon Feb  6 09:02:01 2023,1675663306,2.06,1055.58,green,41004.23
Mon Feb  6 09:02:22 2023,1675663329,1.85,2183.9,red,43188.13
Mon Feb  6 09:02:54 2023,1675663350,3.56,794.68,green,43982.81
Mon Feb  6 09:03:06 2023,1675663382,1.10,2321.0,red,46303.81
Mon Feb  6 09:03:38 2023,1675663394,3.61,2052.33,green,48356.14
Mon Feb  6 09:04:07 2023,1675663426,3.04,1851.8,green,50207.94
Mon Feb  6 09:04:34 2023,1675663456,2.53,768.57,green,50976.51
Mon Feb  6 09:04:53 2023,1675663482,1.67,1023.5,red,52000.01
Mon Feb  6 09:05:08 2023,1675663501,1.30,1935.51,red,53935.52
Mon Feb  6 09:06:03 2023,1675663516,14.29,-10078.6,purple,43856.92
Mon Feb  6 09:06:16 2023,1675663572,1.16,2533.8,red,46390.72
Mon Feb  6 09:06:45 2023,1675663585,2.85,1068.2,green,47458.92
Mon Feb  6 09:08:23 2023,1675663613,194.71,-8181.6,purple,39277.32
Mon Feb  6 09:08:38 2023,1675663712,1.22,1842.0,red,41119.32
Mon Feb  6 09:09:18 2023,1675663726,5.92,-1425.44,green,39693.88
Mon Feb  6 09:09:31 2023,1675663766,1.12,1952.0,red,41645.88
Mon Feb  6 09:10:25 2023,1675663779,14.03,-11047.8,purple,30598.08
Mon Feb  6 09:10:39 2023,1675663834,1.20,1166.0,red,31764.08
Mon Feb  6 09:10:54 2023,1675663847,1.25,1180.0,red,32944.08
Mon Feb  6 09:11:16 2023,1675663862,1.97,2570.0,red,35514.08
Mon Feb  6 09:11:29 2023,1675663884,1.14,2580.0,red,38094.08
Mon Feb  6 09:11:44 2023,1675663897,1.27,2542.0,red,40636.08
Mon Feb  6 09:11:59 2023,1675663912,1.36,2574.9,red,43210.98
Mon Feb  6 09:12:33 2023,1675663928,3.84,231.47,green,43442.45
Mon Feb  6 09:12:54 2023,1675663961,1.88,1730.53,red,45172.98
Mon Feb  6 09:13:08 2023,1675663982,1.23,1922.0,red,47094.98
Mon Feb  6 09:13:23 2023,1675663996,1.25,1846.0,red,48940.98
Mon Feb  6 09:13:36 2023,1675664011,1.15,1859.6,red,50800.58
Mon Feb  6 09:14:01 2023,1675664024,2.30,1068.1,green,51868.68
Mon Feb  6 09:14:14 2023,1675664049,1.20,661.5,red,52530.18
Mon Feb  6 09:14:31 2023,1675664063,1.42,519.5,red,53049.68
Mon Feb  6 09:14:59 2023,1675664079,2.72,-598.0,green,52451.68
Mon Feb  6 09:15:12 2023,1675664107,1.18,1500.1,red,53951.78
Mon Feb  6 09:15:37 2023,1675664120,2.42,1483.3,green,55435.08
Mon Feb  6 09:15:57 2023,1675664146,1.68,1511.9,red,56946.98
Mon Feb  6 09:16:34 2023,1675664165,4.82,1351.3,green,58298.28
Mon Feb  6 09:16:55 2023,1675664202,1.92,1382.35,red,59680.63
Mon Feb  6 09:17:48 2023,1675664224,12.61,-11498.2,purple,48182.43
Mon Feb  6 09:19:05 2023,1675664277,50.51,-11885.01,purple,36297.42
Mon Feb  6 09:19:21 2023,1675664353,1.43,923.97,red,37221.39
Mon Feb  6 09:20:09 2023,1675664370,9.00,-2042.83,purple,35178.56
Mon Feb  6 09:20:42 2023,1675664417,3.76,367.8,green,35546.36
Mon Feb  6 09:20:52 2023,1675664450,1.00,844.4,red,36390.76
Mon Feb  6 09:21:05 2023,1675664461,1.16,977.8,red,37368.56
Mon Feb  6 09:21:21 2023,1675664474,1.33,854.73,red,38223.29
Mon Feb  6 09:21:57 2023,1675664489,4.39,-1052.74,green,37170.55
Mon Feb  6 09:22:29 2023,1675664525,3.71,825.22,green,37995.77
Mon Feb  6 09:23:01 2023,1675664557,3.40,912.73,green,38908.5
Mon Feb  6 09:23:13 2023,1675664589,1.11,1540.89,red,40449.39
Mon Feb  6 09:23:26 2023,1675664601,1.11,1061.0,red,41510.39
Mon Feb  6 09:23:49 2023,1675664614,2.13,741.7,green,42252.09
Mon Feb  6 09:24:01 2023,1675664637,1.06,1079.5,red,43331.59
Mon Feb  6 09:24:15 2023,1675664649,1.23,677.14,red,44008.73
Mon Feb  6 09:24:26 2023,1675664663,1.02,707.0,red,44715.73
Mon Feb  6 09:24:49 2023,1675664674,2.05,243.0,green,44958.73
Mon Feb  6 09:25:11 2023,1675664697,1.95,193.37,red,45152.1
Mon Feb  6 09:25:26 2023,1675664719,1.32,2190.62,red,47342.72
Mon Feb  6 09:25:38 2023,1675664734,1.04,2170.0,red,49512.72
Mon Feb  6 09:25:51 2023,1675664746,1.12,2195.0,red,51707.72
Mon Feb  6 09:26:19 2023,1675664758,3.00,2125.35,green,53833.07
Mon Feb  6 09:26:36 2023,1675664787,1.46,1987.63,red,55820.7
Mon Feb  6 09:26:49 2023,1675664804,1.12,2060.0,red,57880.7
Mon Feb  6 09:27:04 2023,1675664817,1.34,2050.0,red,59930.7
Mon Feb  6 09:27:19 2023,1675664833,1.25,1710.0,red,61640.7
Mon Feb  6 09:27:32 2023,1675664847,1.12,1700.0,red,63340.7
Mon Feb  6 09:28:32 2023,1675664860,19.74,-3871.0,purple,59469.7
Mon Feb  6 09:29:17 2023,1675664920,7.49,-5348.9,green,54120.8
Mon Feb  6 09:30:16 2023,1675664965,18.20,-9504.9,purple,44615.9
Mon Feb  6 09:31:05 2023,1675665024,10.01,-6212.3,purple,38403.6
Mon Feb  6 09:31:30 2023,1675665073,2.42,799.4,green,39203.0
Mon Feb  6 09:31:50 2023,1675665099,1.67,794.4,red,39997.4
Mon Feb  6 09:32:08 2023,1675665118,1.55,704.2,red,40701.6
Mon Feb  6 09:32:53 2023,1675665136,8.00,-5479.0,purple,35222.6
Mon Feb  6 09:33:17 2023,1675665181,2.21,969.3,green,36191.9
Mon Feb  6 09:33:28 2023,1675665205,1.01,960.0,red,37151.9
Mon Feb  6 09:33:43 2023,1675665216,1.31,969.3,red,38121.2
Mon Feb  6 09:34:51 2023,1675665232,29.82,-4247.14,purple,33874.06
Mon Feb  6 09:35:03 2023,1675665299,1.10,1684.0,red,35558.06
Mon Feb  6 09:35:14 2023,1675665311,1.02,1740.5,red,37298.56
Mon Feb  6 09:35:55 2023,1675665322,6.18,-1060.3,green,36238.26
Mon Feb  6 09:36:09 2023,1675665364,1.23,2284.0,red,38522.26
Mon Feb  6 09:36:24 2023,1675665378,1.27,2200.0,red,40722.26
Mon Feb  6 09:36:51 2023,1675665393,2.59,2223.8,green,42946.06
Mon Feb  6 09:37:09 2023,1675665419,1.56,2220.0,red,45166.06
Mon Feb  6 09:37:36 2023,1675665437,2.64,1010.0,green,46176.06
Mon Feb  6 09:37:57 2023,1675665464,1.82,978.54,red,47154.6
Mon Feb  6 09:38:10 2023,1675665485,1.17,1040.0,red,48194.6
Mon Feb  6 09:38:27 2023,1675665498,1.45,1040.0,red,49234.6
Mon Feb  6 09:38:43 2023,1675665515,1.34,1080.0,red,50314.6
Mon Feb  6 09:39:02 2023,1675665531,1.63,1080.0,red,51394.6
Mon Feb  6 09:39:13 2023,1675665550,1.01,2412.66,red,53807.26
Mon Feb  6 09:40:08 2023,1675665561,14.96,-10052.7,purple,43754.56
Mon Feb  6 09:40:23 2023,1675665617,1.29,2439.5,red,46194.06
Mon Feb  6 09:40:41 2023,1675665632,1.51,2439.92,red,48633.98
Mon Feb  6 09:40:53 2023,1675665649,1.04,2890.0,red,51523.98
Mon Feb  6 09:41:45 2023,1675665661,12.64,-16745.5,purple,34778.48
Mon Feb  6 09:42:18 2023,1675665714,3.57,1415.72,green,36194.2
Mon Feb  6 09:42:42 2023,1675665746,2.34,596.0,green,36790.2
Mon Feb  6 09:43:01 2023,1675665771,1.55,1690.0,red,38480.2
Mon Feb  6 09:43:26 2023,1675665789,2.35,1437.2,green,39917.4
Mon Feb  6 09:43:41 2023,1675665814,1.26,1654.0,red,41571.4
Mon Feb  6 09:43:51 2023,1675665829,1.00,1664.0,red,43235.4
Mon Feb  6 09:44:06 2023,1675665839,1.28,1644.0,red,44879.4
Mon Feb  6 09:44:37 2023,1675665854,3.33,2291.38,green,47170.78
Mon Feb  6 09:45:20 2023,1675665885,6.04,-3971.88,green,43198.9
